accession_id,species,tax_id,class,order,infraorder,family,genus
OK375625.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375627.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375628.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375629.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375630.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375631.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375632.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375633.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375634.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375635.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375637.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375638.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375642.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375643.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375644.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375645.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375646.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375650.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375651.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375652.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375653.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375654.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375656.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375657.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375658.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375660.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375661.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375663.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375664.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375665.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375666.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375667.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375668.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375669.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375670.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375671.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375672.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375674.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375675.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375676.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375677.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375679.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375680.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375682.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375683.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375686.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375687.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375688.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375690.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375691.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375692.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375693.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375695.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375697.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375698.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375700.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375701.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375702.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375703.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375704.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375705.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375708.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375709.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375710.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375711.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375712.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375713.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375714.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375715.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375716.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375717.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375718.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375719.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375720.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375721.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375723.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375725.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375726.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375727.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375728.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375729.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375730.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375731.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375732.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375733.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375735.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375738.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375739.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375740.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375741.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375742.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375743.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375744.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375745.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375746.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375747.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375748.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375749.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375750.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375751.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375752.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375753.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375754.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375758.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375759.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375761.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375762.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375763.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375765.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375766.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375767.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375768.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375769.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375770.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375771.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375772.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375773.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375775.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375776.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375777.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375778.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375779.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375780.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375781.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375782.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375783.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375785.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375787.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375788.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375789.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375790.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375791.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375792.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375794.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375795.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375796.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375797.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375798.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375799.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375800.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375801.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375803.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375805.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375806.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375807.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375808.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375809.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375810.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375811.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375812.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375813.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375814.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375815.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375816.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375817.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375819.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375820.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375821.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375823.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375824.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375825.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375826.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375828.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375829.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375830.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375831.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375833.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375834.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375835.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375836.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375837.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375838.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375839.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375841.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375842.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375844.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375845.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375849.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375851.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375852.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375853.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375854.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375855.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375856.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375857.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375858.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375859.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375860.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375861.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375864.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375866.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375868.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375871.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OK375872.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OM869351.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OM869353.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OM869354.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OM869355.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OM869356.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OM869357.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OM869358.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OM869359.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OM869360.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OM869362.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
OM869363.1,Bos grunniens,30521,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
V00654.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
AB074966.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
AY526085.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
AY676855.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
AY676856.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
AY676859.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
AY676860.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
AY676863.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
AY676868.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
AY676869.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
AY676871.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
AY676872.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124374.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124380.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124381.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124382.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124383.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124384.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124387.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124388.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124389.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124391.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124393.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124395.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124401.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124404.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124406.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124409.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124410.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124411.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
DQ124417.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177821.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177822.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177823.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177826.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177829.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177831.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177832.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177833.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177835.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177841.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177842.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177843.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177844.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177845.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177849.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177850.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177852.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177853.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177855.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177857.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177859.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177860.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177861.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177862.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177867.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177869.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
EU177870.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
FJ971080.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
FJ971082.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
FJ971085.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
FJ971088.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GQ129208.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GU947007.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GU947010.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GU947014.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GU947015.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GU947019.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
GU947020.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
HQ025805.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
HQ184033.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
HQ184035.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
HQ184036.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
HQ184038.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
HQ184039.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
HQ184040.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
HQ184044.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817307.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817310.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817311.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817313.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817315.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817316.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817318.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817319.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817321.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817322.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817326.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817327.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817329.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817331.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817332.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
JN817333.1,Bos taurus,9913,Mammalia,Artiodactyla,Pecora,Bovidae,Bos
